DATE,MATCHUP,BET,RESULT,PNL,UNITS,ODDS,MARKET,BOOK,EDGE,HOME_SCORE,AWAY_SCORE,GRADED_AT
2026-04-10,Miami Marlins @ Detroit Tigers,BET (MIA) ML (+180) [HIGH CONFIDENCE],LOSS,-3.0,3.0,180.0,ML,FANDUEL,+36.1%,2.0,0.0,2026-04-11T00:23:44.708197
2026-04-10,Minnesota Twins @ Toronto Blue Jays,BET (TOR) ML (+168) [HIGH CONFIDENCE],WIN,5.04,3.0,168.0,ML,FANDUEL,+29.1%,10.0,4.0,2026-04-11T00:23:44.708350
2026-04-10,Los Angeles Angels @ Cincinnati Reds,BET (LAA) ML (-104) [HIGH CONFIDENCE],WIN,2.885,3.0,-104.0,ML,FANDUEL,+19.8%,2.0,10.0,2026-04-11T00:23:44.708481
2026-04-10,Cleveland Guardians @ Atlanta Braves,BET (ATL) RL -1.5 (+128) [HIGH CONFIDENCE],WIN,3.84,3.0,128.0,SPREAD,FANDUEL,+18.8%,11.0,5.0,2026-04-11T00:23:44.708667
2026-04-10,Chicago White Sox @ Kansas City Royals,BET (CHW) ML (+153) [HIGH CONFIDENCE],LOSS,-3.0,3.0,153.0,ML,DRAFTKINGS,+17.1%,2.0,0.0,2026-04-11T00:23:44.708762
2026-04-10,New York Yankees @ Tampa Bay Rays,BET (TBR) ML (+220) [HIGH CONFIDENCE],WIN,6.6,3.0,220.0,ML,FANDUEL,+15.7%,5.0,3.0,2026-04-11T00:23:44.709131
2026-04-10,Washington Nationals @ Milwaukee Brewers,BET (MIL) RL -1.5 (+105) [MEDIUM CONFIDENCE],LOSS,-2.0,2.0,105.0,SPREAD,FANDUEL,+13.1%,3.0,7.0,2026-04-11T00:23:44.709233
2026-04-10,San Francisco Giants @ Baltimore Orioles,BET (BAL) RL -1.5 (+144) [MEDIUM CONFIDENCE],LOSS,-2.0,2.0,144.0,SPREAD,FANDUEL,+11.6%,3.0,6.0,2026-04-11T00:23:44.709363
2026-04-11,Miami Marlins @ Detroit Tigers,BET (MIA) ML (+124) [HIGH CONFIDENCE],LOSS,-3.0,3.0,124,ML,FANDUEL,+26.9%,6.0,1.0,2026-04-12T00:11:53.826348
2026-04-11,Minnesota Twins @ Toronto Blue Jays,BET (MIN) RL -1.5 (+164) [HIGH CONFIDENCE],WIN,4.92,3.0,164,SPREAD,FANDUEL,+22.8%,4.0,7.0,2026-04-12T00:11:53.826606
2026-04-11,Boston Red Sox @ St. Louis Cardinals,BET (BOS) RL -1.5 (+119) [HIGH CONFIDENCE],WIN,3.57,3.0,119,SPREAD,DRAFTKINGS,+20.1%,1.0,7.0,2026-04-12T00:11:53.826742
2026-04-11,San Francisco Giants @ Baltimore Orioles,BET (SFG) RL -1.5 (+146) [HIGH CONFIDENCE],LOSS,-3.0,3.0,146,SPREAD,FANDUEL,+20.1%,6.0,2.0,2026-04-12T00:11:53.826914
2026-04-11,Arizona Diamondbacks @ Philadelphia Phillies,BET (PHI) RL -1.5 (+168) [HIGH CONFIDENCE],LOSS,-3.0,3.0,168,SPREAD,FANDUEL,+18.4%,4.0,3.0,2026-04-12T00:11:53.827109
2026-04-11,Chicago White Sox @ Kansas City Royals,BET (CHW) ML (+159) [HIGH CONFIDENCE],LOSS,-3.0,3.0,159,ML,DRAFTKINGS,+17.9%,2.0,0.0,2026-04-12T00:11:53.827180
2026-04-11,Washington Nationals @ Milwaukee Brewers,BET (MIL) RL -1.5 (+123) [HIGH CONFIDENCE],LOSS,-3.0,3.0,123,SPREAD,DRAFTKINGS,+16.6%,1.0,3.0,2026-04-12T00:11:53.827239
2026-04-11,Los Angeles Angels @ Cincinnati Reds,BET (LAA) ML (+113) [MEDIUM CONFIDENCE],LOSS,-2.0,2.0,113,ML,DRAFTKINGS,+12.3%,7.0,3.0,2026-04-12T00:11:53.827446
2026-04-11,Pittsburgh Pirates @ Chicago Cubs,BET (CHC) RL -1.5 (+164) [LOW CONFIDENCE],LOSS,-1.0,1.0,164,SPREAD,FANDUEL,+9.7%,3.0,4.0,2026-04-12T00:11:53.827514
2026-04-11,Cleveland Guardians @ Atlanta Braves,BET (CLE) RL -1.5 (+162) [LOW CONFIDENCE],WIN,1.62,1.0,162,SPREAD,FANDUEL,+9.3%,0.0,6.0,2026-04-12T00:11:53.827568
2026-04-11,New York Yankees @ Tampa Bay Rays,BET (TBR) ML (+163) [LOW CONFIDENCE],WIN,1.63,1.0,163,ML,DRAFTKINGS,+8.8%,5.0,4.0,2026-04-12T00:11:53.827726
